2020-10-16 09:39:27.047  INFO 27636 --- [pool-2-thread-2] com.example.hostinfo.conf.Task           : 代理进程:0,第43条,success,用时: 11秒;房间信息:Huya 22952603!36.62.240.61:4245
2020-10-16 09:39:27.948  INFO 27636 --- [pool-2-thread-1] com.example.hostinfo.conf.Task           : 代理进程:0,第44条,success,用时: 11秒;房间信息:Huya 15701918!36.62.240.61:4245
2020-10-16 09:39:31.457  INFO 27636 --- [pool-2-thread-5] com.example.hostinfo.conf.Task           : 代理进程:0,第9条,success,用时:173秒;房间信息:Huya 16300310!36.62.240.61:4245
2020-10-16 09:39:33.008  INFO 27636 --- [pool-2-thread-1] com.example.hostinfo.conf.Task           : 代理进程:0,第46条,success,用时:  4秒;房间信息:Huya 18267354!36.62.240.61:4245
2020-10-16 09:39:35.727  INFO 27636 --- [pool-2-thread-5] com.example.hostinfo.conf.Task           : 代理进程:0,第47条,success,用时:  3秒;房间信息:Huya 23392770!36.62.240.61:4245
2020-10-16 09:39:42.213  INFO 27636 --- [pool-2-thread-5] com.example.hostinfo.conf.Task           : 代理进程:0,第49条,success,用时:  6秒;房间信息:Huya 14667265!36.62.240.61:4245
2020-10-16 09:39:45.597  INFO 27636 --- [pool-2-thread-5] com.example.hostinfo.conf.Task           : 代理进程:0,第50条,success,用时:  2秒;房间信息:Huya 23248596!36.62.240.61:4245
2020-10-16 09:39:49.627  INFO 27636 --- [pool-2-thread-5] com.example.hostinfo.conf.Task           : 代理进程:0,第51条,success,用时:  3秒;房间信息:Huya 23329511!36.62.240.61:4245
2020-10-16 09:40:02.258  INFO 27636 --- [pool-2-thread-5] com.example.hostinfo.conf.Task           : 代理进程:0,第52条,success,用时: 12秒;房间信息:Huya 21375449!36.62.240.61:4245
2020-10-16 09:40:05.782  INFO 27636 --- [pool-2-thread-5] com.example.hostinfo.conf.Task           : 代理进程:0,第53条,success,用时:  3秒;房间信息:Huya 21489060!36.62.240.61:4245
2020-10-16 09:40:09.010  INFO 27636 --- [pool-2-thread-5] com.example.hostinfo.conf.Task           : 代理进程:0,第54条,success,用时:  2秒;房间信息:Huya 10366483!36.62.240.61:4245
2020-10-16 09:40:28.106  INFO 27636 --- [pool-2-thread-5] com.example.hostinfo.conf.Task           : 代理进程:0,第55条,success,用时: 18秒;房间信息:Huya 18694751!36.62.240.61:4245
2020-10-16 09:40:31.385  INFO 27636 --- [pool-2-thread-5] com.example.hostinfo.conf.Task           : 代理进程:0,第56条,success,用时:  2秒;房间信息:Huya 21035622!36.62.240.61:4245
2020-10-16 09:40:34.256 ERROR 27636 --- [pool-2-thread-3] com.example.hostinfo.conf.Task           : 代理进程:0,第18条,failure,用时:180秒;房间信息:Huya 23307044!36.62.240.61:4245
2020-10-16 09:40:41.538  INFO 27636 --- [pool-2-thread-5] com.example.hostinfo.conf.Task           : 代理进程:0,第57条,success,用时:  9秒;房间信息:Huya 16957225!36.62.240.61:4245
2020-10-16 09:40:42.628  INFO 27636 --- [pool-2-thread-3] com.example.hostinfo.conf.Task           : 代理进程:0,第58条,success,用时:  8秒;房间信息:Huya 23171942!36.62.240.61:4245
2020-10-16 09:41:45.247  INFO 27636 --- [pool-2-thread-3] com.example.hostinfo.conf.Task           : 代理进程:0,第60条,success,用时: 62秒;房间信息:Huya 22924523!36.62.240.61:4245
2020-10-16 09:41:48.776  INFO 27636 --- [pool-2-thread-3] com.example.hostinfo.conf.Task           : 代理进程:0,第61条,success,用时:  3秒;房间信息:Huya 13815051!36.62.240.61:4245
